1,17.26966,-0.5215248,0.1395726,0.3322727,-0.7143857,-0.1029716,0.1304739,-0.5276458,-0.00192187,0.3168247,-0.1126958,-0.6603809,-0.7315478,-1.582001,-1.830933,2.248
1,17.33452,-0.5215529,0.1395755,0.3323124,-0.7143415,-0.1031334,0.1304787,-0.5276382,-0.001927584,0.3168366,-0.1124348,-0.6602334,-0.7316984,-1.582001,-1.830933,2.248
1,17.40106,-0.521504,0.1395838,0.3322634,-0.7143608,-0.1028822,0.1305322,-0.5276297,-0.001919842,0.3168196,-0.1126709,-0.6604053,-0.7315222,-1.582001,-1.830933,2.248
1,17.46804,-0.5215455,0.1395853,0.3322793,-0.7143242,-0.1030136,0.1304213,-0.5286571,-0.001679351,0.317443,-0.1160167,-0.6647083,-0.728507,-1.582001,-1.830933,2.248
1,17.53518,-0.5215268,0.139583,0.3322848,-0.7143352,-0.1029148,0.1305337,-0.5276298,-0.001925926,0.3168177,-0.1124712,-0.6602105,-0.7317157,-1.582001,-1.830933,2.248
1,17.60118,-0.5216263,0.1394845,0.3324319,-0.7153729,-0.1013945,0.1297884,-0.5276407,-0.001929589,0.3168273,-0.1126695,-0.6603563,-0.7315765,-1.582001,-1.830933,2.248
1,17.66775,-0.5215182,0.1395802,0.3322789,-0.7144464,-0.1030037,0.1305257,-0.5276228,-0.001921091,0.3168205,-0.1125673,-0.6603773,-0.7315469,-1.582001,-1.830933,2.248
1,17.73463,-0.5215482,0.1395842,0.3322913,-0.7143608,-0.1030276,0.1304836,-0.5292848,-0.001781572,0.3179043,-0.122494,-0.668107,-0.7258546,-1.582001,-1.830933,2.248
1,17.80184,-0.5215274,0.1395735,0.3322765,-0.7144097,-0.1029533,0.1305137,-0.5276436,-0.001930708,0.3168145,-0.1126467,-0.6603085,-0.7316163,-1.582001,-1.830933,2.248
1,17.86846,-0.5215351,0.1395984,0.332265,-0.7143253,-0.1028267,0.130522,-0.5285931,-0.001267382,0.3175138,-0.1163991,-0.6661265,-0.7271482,-1.582001,-1.830933,2.248
1,17.93695,-0.5215349,0.1395748,0.3322909,-0.7143906,-0.1029093,0.130471,-0.5295973,-5.956731E-05,0.3185175,-0.1220018,-0.6754565,-0.7190785,-1.582001,-1.830933,2.248
