8,45.2566,-0.2071944,0.0661994,0.3824826,-0.2846124,-0.654292,0.6187751,-0.9205886,-0.008307936,0.0424082,-0.4968097,-0.5112255,-0.4891691,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.9387186,0.04246954,0.05884091,HoleCollider,1,1,0,0,0
8,45.31133,-0.2072049,0.06611501,0.3823391,-0.2850955,-0.6562316,0.6173255,-0.9203753,-0.008437662,0.04235752,-0.4955709,-0.511671,-0.4889394,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.93746,0.04218998,0.05844788,HoleCollider,1,1,0,0,0
8,45.36691,-0.2072419,0.06613508,0.3827041,-0.2840713,-0.6534051,0.6199058,-0.9202995,-0.008503648,0.04207169,-0.4944959,-0.5107663,-0.4887325,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.9370849,0.04206866,0.06195196,HoleCollider,1,1,0,0,0
8,45.43339,-0.207245,0.0661457,0.3827899,-0.2838846,-0.6527385,0.6203399,-0.9204783,-0.008382859,0.04239808,-0.4959854,-0.5111293,-0.488998,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.716235,-0.005285774,0.2472656,Table,1,1,0,0,0
8,45.49997,-0.2071362,0.06619254,0.3823875,-0.2845757,-0.6554572,0.6183095,-0.9200315,-0.007627544,0.0419536,-0.4909307,-0.4980107,-0.502625,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.5593882,-0.007146039,0.2556338,TargetCollider,1,1,0,0,0
8,45.56686,-0.2071375,0.06617456,0.3822677,-0.2844682,-0.6559432,0.6181254,-0.8990839,-0.0001280934,0.05506377,-0.4571357,-0.5127496,-0.511999,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.5594972,-0.007147309,0.2557254,TargetCollider,1,1,0,0,0
8,45.63338,-0.2071968,0.06616011,0.3826057,-0.2843108,-0.6526377,0.6205541,-0.8291335,0.01163342,0.08679834,-0.488696,-0.5155686,-0.4728748,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.5544493,-0.007231133,0.2569049,Table,0,1,0,0,0
8,45.69997,-0.2072057,0.0661914,0.3824963,-0.2839374,-0.6553773,0.6186783,-0.7366717,0.02495152,0.1233886,-0.5123904,-0.5132474,-0.4365214,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.5596158,-0.007170714,0.2566618,Table,0,1,0,0,0
8,45.75564,-0.2075063,0.06613303,0.3828008,-0.2817623,-0.6566558,0.6183129,-0.6581941,0.02915297,0.1555588,-0.516202,-0.5084893,-0.4259557,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.5580536,-0.00729457,0.2607473,Table,0,1,0,0,0
8,45.82203,-0.221014,0.06994437,0.3793373,-0.2775618,-0.6635438,0.6138485,-0.6098046,0.02008893,0.1771946,-0.5283177,-0.4914103,-0.4361751,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.5555544,-0.007261862,0.2585116,Table,0,1,0,0,0
8,45.8892,-0.2706183,0.1067604,0.3583919,-0.3445065,-0.613426,0.6484293,-0.5896897,0.005644307,0.1891329,-0.5366639,-0.4730533,-0.4530278,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.580877,0.05963827,0.1602682,Table,0,0,1,0,0
8,45.9443,-0.3379347,0.1425221,0.3256736,-0.4185913,-0.5446767,0.6555191,-0.5874149,-0.005194665,0.1925658,-0.5346071,-0.4639885,-0.4646487,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.5807973,0.01604,0.238633,Table,0,0,1,0,0
8,46.0109,-0.4445901,0.1747366,0.2618704,-0.5022298,-0.4568541,0.6207453,-0.5926563,-0.01073863,0.1933225,-0.5173077,-0.47747,-0.4671218,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.6021243,0.03996327,0.1868013,HoleCollider,0,0,1,0,0
8,46.07769,-0.5296494,0.1823839,0.2020283,-0.5338148,-0.4025795,0.590573,-0.5971699,-0.009876588,0.192582,-0.5112129,-0.4887282,-0.4697771,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.583958,0.04151934,0.1960347,HoleCollider,0,0,1,0,0
8,46.14555,-0.5851514,0.1539307,0.169787,-0.5009776,-0.3909081,0.5699921,-0.601432,-0.008859757,0.192638,-0.5090337,-0.4893267,-0.4721059,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.5906034,0.04244249,0.193979,HoleCollider,0,0,1,0,0
8,46.21152,-0.5982857,0.1204555,0.1731237,-0.4835502,-0.4674464,0.5389989,-0.6033952,-0.008576954,0.1922821,-0.5117216,-0.488147,-0.4697143,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.5945771,0.06066219,0.1834774,HoleCollider,0,0,1,0,0
8,46.27743,-0.588681,0.1210699,0.1733525,-0.4716387,-0.4803084,0.5716289,-0.6045555,-0.008540887,0.191993,-0.5134879,-0.489122,-0.4683933,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.63244,0.0413376,0.1791251,HoleCollider,0,0,1,0,1
8,46.3442,-0.5860938,0.1212085,0.169456,-0.4646362,-0.4624441,0.5708027,-0.6050954,-0.00843096,0.1916633,-0.5130234,-0.4887559,-0.4679734,-0.6305948,0.011,0.2009242,0,-0.02019629,0,-0.6084805,0.08291711,0.1635505,Peg,0,0,1,0,1
