1,0.7934401,-0.4895178,0.1302728,0.4649052,0.4706406,0.4972619,-0.572418,-0.6053213,0.0006609512,0.4714557,0.5082385,0.4814098,0.5378702,2.966885,-2.394032,2.753265
1,0.8434428,-0.4895174,0.1302869,0.4647042,0.4701362,0.4967556,-0.5728234,-0.6053126,0.000659294,0.4714501,0.5082749,0.4814025,0.5379258,2.966885,-2.394032,2.753265
1,0.8935982,-0.48947,0.1302816,0.4649155,0.4703737,0.5018961,-0.5705077,-0.6053057,0.0006689301,0.4714553,0.5082911,0.4814807,0.5378162,2.966885,-2.394032,2.753265
1,0.9437625,-0.4894196,0.130252,0.4650465,0.4707303,0.5023444,-0.5703631,-0.6053314,0.0006702793,0.4714589,0.5083172,0.4813798,0.5378895,2.966885,-2.394032,2.753265
1,0.9937631,-0.4895124,0.1302927,0.464869,0.4704983,0.4972523,-0.5724305,-0.6053075,0.0006680152,0.4714571,0.5083268,0.4813511,0.5379434,2.966885,-2.394032,2.753265
1,1.043764,-0.4889598,0.1295509,0.4650237,0.4780518,0.4976677,-0.5753112,-0.6053088,0.0006694496,0.4714485,0.5083316,0.4813936,0.5378874,2.966885,-2.394032,2.753265
1,1.093933,-0.4894668,0.1302761,0.4648394,0.4706041,0.497106,-0.572526,-0.605305,0.0006633636,0.4714347,0.508274,0.4813904,0.5379032,2.966885,-2.394032,2.753265
1,1.144107,-0.4888504,0.1295233,0.4652201,0.4782094,0.5029313,-0.5730293,-0.6053138,0.0006712719,0.4714263,0.5082949,0.4813823,0.5378743,2.966885,-2.394032,2.753265
1,1.194109,-0.48887,0.1295162,0.4650131,0.4783005,0.4975366,-0.5754838,-0.6053196,0.0006661371,0.47142,0.5082022,0.4812994,0.5380028,2.966885,-2.394032,2.753265
1,1.24411,-0.4895172,0.130287,0.4648072,0.4704671,0.4971491,-0.5725075,-0.6053227,0.000659014,0.4714391,0.5081982,0.4814217,0.5378789,2.966885,-2.394032,2.753265
1,1.294264,-0.4895279,0.1302755,0.4648846,0.4705859,0.4971472,-0.5724812,-0.6053275,0.0006683244,0.4714552,0.5082412,0.4814422,0.5378127,2.966885,-2.394032,2.753265
1,1.344265,-0.4894886,0.1302815,0.4648976,0.4706436,0.4972271,-0.5724592,-0.6053188,0.0006653445,0.471448,0.5082052,0.4813963,0.5379488,2.966885,-2.394032,2.753265
1,1.394599,-0.4894532,0.130256,0.4648052,0.4705552,0.496866,-0.572742,-0.6053422,0.0006655435,0.4714514,0.5083368,0.4813851,0.5378546,2.966885,-2.394032,2.753265
1,1.444768,-0.4894793,0.1302865,0.4648003,0.4704725,0.4970752,-0.5725725,-0.605323,0.0006666207,0.4714477,0.5083126,0.4813598,0.5379385,2.966885,-2.394032,2.753265
1,1.511435,-0.4894803,0.1302677,0.4648906,0.470697,0.4972492,-0.5724435,-0.605324,0.0006679111,0.4714327,0.5082778,0.4813795,0.5378481,2.966885,-2.394032,2.753265
1,1.561435,-0.4895024,0.1302896,0.4648137,0.4704444,0.4972316,-0.5724497,-0.6052963,0.0006589912,0.4714364,0.5082397,0.4815141,0.5377986,2.966885,-2.394032,2.753265
1,1.611438,-0.4888663,0.129486,0.4650224,0.4784859,0.4972237,-0.5755132,-0.6053246,0.0006697363,0.4714134,0.5083649,0.4812375,0.5379702,2.966885,-2.394032,2.753265
1,1.678105,-0.4894673,0.1302649,0.4649717,0.4705476,0.5025207,-0.5702477,-0.6053093,0.0006591951,0.4714272,0.5082494,0.4813893,0.5378911,2.966885,-2.394032,2.753265
1,1.744774,-0.4894886,0.1302705,0.4648467,0.4706074,0.4970757,-0.5725229,-0.605324,0.0006651938,0.4714256,0.5083856,0.4812835,0.5379216,2.966885,-2.394032,2.753265
1,1.811442,-0.4894887,0.1302847,0.4648035,0.4704582,0.4971775,-0.5725182,-0.6053016,0.000663917,0.4714322,0.5082056,0.4814222,0.53792,2.966885,-2.394032,2.753265
1,1.861442,-0.4894738,0.1302596,0.4649709,0.4705204,0.5025057,-0.5702562,-0.6053171,0.000655472,0.471432,0.5082528,0.4813855,0.537944,2.966885,-2.394032,2.753265
1,1.911455,-0.4888555,0.1294924,0.4650993,0.4785509,0.497851,-0.5752518,-0.605303,0.00066456,0.4714219,0.5082781,0.481313,0.537926,2.966885,-2.394032,2.753265
1,1.961944,-0.4894776,0.1302706,0.4647788,0.4703927,0.4971369,-0.5726547,-0.6053143,0.0006534095,0.4714288,0.5082636,0.4813542,0.5379171,2.966885,-2.394032,2.753265
1,2.011945,-0.489495,0.1302801,0.4648207,0.4704739,0.4973192,-0.5724303,-0.605303,0.0006553532,0.4714302,0.5082094,0.4814325,0.5378802,2.966885,-2.394032,2.753265
1,2.061947,-0.4894528,0.1302668,0.4648494,0.4705788,0.4973823,-0.5724822,-0.6053004,0.0006560414,0.4714251,0.5082198,0.481395,0.537892,2.966885,-2.394032,2.753265
1,2.111947,-0.488894,0.1295102,0.4651817,0.4781191,0.5021976,-0.5732481,-0.605324,0.0006622714,0.4714295,0.5083586,0.4813575,0.5378953,2.966885,-2.394032,2.753265
1,2.161948,-0.4894873,0.1302816,0.4647581,0.470277,0.4970059,-0.5726948,-0.6053007,0.0006489271,0.4714319,0.5082101,0.481481,0.5378652,2.966885,-2.394032,2.753265
