1,11.78481,14.08849,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
2,16.40427,20.38114,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
3,22.59973,24.45426,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
4,26.64806,28.54267,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
5,30.77596,32.39903,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
6,34.48325,36.49574,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
7,38.55842,40.46558,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
8,42.47114,44.14703,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
9,46.17003,48.15515,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
10,50.25596,52.16388,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
11,54.23284,55.951,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
12,58.05004,59.72729,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
13,61.64834,63.57028,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
14,65.50438,67.32616,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
15,69.31252,71.1566,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
16,73.12531,74.76621,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
17,76.64566,78.37425,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
18,80.30865,82.32774,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
19,84.25169,85.9048,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
20,87.80553,89.5187,-0.2054,-0.013,0.384,0,0,0,-0.9247084,0.00488,0.04418141,0,0,0
