17,73.27662,-0.216754,0.06577929,0.37424,-0.3015246,-0.6414618,0.6197976,-0.9240425,-0.008239483,0.0404482,0.4927464,0.5190965,0.4890907,-0.628146,0.011,0.2237909,0,-0.02019629,0,-0.6499637,0.01604,0.2275793,TargetCollider,1,1,0,0,0
17,73.34093,-0.2166794,0.06576553,0.374459,-0.3012321,-0.6426513,0.619028,-0.9241492,-0.008164154,0.04038288,0.4928414,0.5184714,0.4897591,-0.628146,0.011,0.2237909,0,-0.02019629,0,-0.6532964,0.01604,0.2286262,TargetCollider,1,1,0,0,0
17,73.40755,-0.2168269,0.06574257,0.3745406,-0.3011659,-0.6430652,0.6183815,-0.9237754,-0.008451018,0.04047679,0.49139,0.5210844,0.4875119,-0.628146,0.011,0.2237909,0,-0.02019629,0,-0.6529617,0.01604,0.2260055,TargetCollider,1,1,0,0,0
17,73.47395,-0.2169025,0.06560552,0.375084,-0.301102,-0.6391089,0.6215782,-0.9236431,-0.008480435,0.04044658,0.4905846,0.5212051,0.4876794,-0.628146,0.011,0.2237909,0,-0.02019629,0,-0.6522065,0.01604,0.2263749,TargetCollider,1,1,0,0,0
17,73.54161,-0.21669,0.06577146,0.374529,-0.3014256,-0.6431101,0.6188825,-0.9234206,-0.008441528,0.04055984,0.4903649,0.5204797,0.4895255,-0.628146,0.011,0.2237909,0,-0.02019629,0,-0.6484606,0.01604,0.2301599,TargetCollider,1,1,0,0,0
17,73.60777,-0.2168281,0.06575261,0.3746033,-0.301629,-0.6443819,0.6173272,-0.922807,-0.006779694,0.04138241,0.4982542,0.506466,0.5078357,-0.628146,0.011,0.2237909,0,-0.02019629,0,-0.6491307,0.01604,0.2297357,TargetCollider,1,1,0,0,0
17,73.67612,-0.2173259,0.06568176,0.3749144,-0.2994149,-0.6437376,0.6175557,-0.9121956,-0.0008968113,0.04345169,0.4986376,0.5048727,0.5025076,-0.628146,0.011,0.2237909,0,-0.02019629,0,-0.6486486,0.01604,0.2295809,TargetCollider,1,1,0,0,0
17,73.74384,-0.223098,0.06869401,0.3729455,-0.2837336,-0.6296597,0.6230888,-0.8885294,0.008789463,0.05343941,0.4889004,0.5152838,0.4899739,-0.628146,0.011,0.2237909,0,-0.02019629,0,-0.640169,0.01604,0.2287827,TargetCollider,1,1,0,0,0
17,73.81078,-0.24854,0.1091073,0.3685256,-0.3186198,-0.5926315,0.6721295,-0.8524623,0.02059862,0.0708905,0.4969186,0.5185658,0.4721998,-0.628146,0.011,0.2237909,0,-0.02019629,0,-0.6511284,0.01604,0.2294917,TargetCollider,0,0,0,0,0
17,73.88255,-0.3011178,0.1624333,0.3516126,-0.3930185,-0.5391229,0.6832533,-0.8075855,0.03099103,0.09472008,0.507426,0.5219482,0.4514346,-0.628146,0.011,0.2237909,0,-0.02019629,0,-0.6396185,0.01604,0.2568051,TargetCollider,0,0,0,0,0
17,73.94074,-0.366238,0.2073496,0.3253798,-0.4659479,-0.4916959,0.6581271,-0.7591146,0.03638929,0.1208289,0.5182838,0.5217944,0.4336732,-0.628146,0.011,0.2237909,0,-0.02019629,0,-0.643169,0.01604,0.2408161,TargetCollider,0,0,0,0,0
17,74.00821,-0.4269098,0.2370801,0.2970776,-0.5326523,-0.4786122,0.6143582,-0.7128373,0.03447726,0.145596,0.5290728,0.5133744,0.4270809,-0.628146,0.011,0.2237909,0,-0.02019629,0,-0.6475775,0.01604,0.2313408,TargetCollider,0,0,0,0,0
17,74.07462,-0.4815215,0.2434341,0.2695437,-0.5588054,-0.469896,0.5801675,-0.6731033,0.02650645,0.1667373,0.5368049,0.4988549,0.4325695,-0.628146,0.011,0.2237909,0,-0.02019629,0,-0.6373212,0.01604,0.2640534,TargetCollider,0,0,0,0,0
17,74.14112,-0.5265659,0.2283746,0.2456293,-0.5580822,-0.4800804,0.5530733,-0.6430259,0.01678326,0.1834961,0.542425,0.4837314,0.4456388,-0.628146,0.011,0.2237909,0,-0.02019629,0,-0.622743,0.05269556,0.1970118,HoleCollider,0,0,0,0,0
