1,3.255731,-0.1807778,0.1045503,0.3783538,0.3372664,0.6496409,-0.6317041,-0.8964692,-0.004554942,0.04465383,0.4579856,0.5320981,0.5271801,-0.6919006,0.011,0.2502992,0,-0.02019629,0,-0.1906623,0.04678682,0.348,Peg
1,3.318945,-0.178787,0.1052324,0.3760731,0.3371286,0.6515494,-0.6331197,-0.9229147,-0.004392284,0.03657485,0.4510215,0.5389393,0.5295346,-0.6919006,0.011,0.2502992,0,-0.02019629,0,-0.1842876,0.04391879,0.348,Peg
1,3.387439,-0.1818763,0.1050612,0.3733726,0.3308112,0.6312248,-0.6466894,-0.9417612,-0.004698656,0.03374465,0.446655,0.5489422,0.5304548,-0.6919006,0.011,0.2502992,0,-0.02019629,0,-0.1911247,0.06355999,0.34869,Peg
1,3.452439,-0.1814287,0.1053385,0.3737361,0.3326175,0.6437418,-0.6382393,-0.9429417,-0.004163642,0.03296614,0.4499967,0.5502108,0.5269399,-0.6919006,0.011,0.2502992,0,-0.02019629,0,-0.1922093,0.0413062,0.348,Peg
1,3.519342,-0.1828975,0.10546,0.3749025,0.3235934,0.6396899,-0.6445383,-0.939465,-0.004100217,0.03287888,0.455091,0.5469454,0.5234481,-0.6919006,0.011,0.2502992,0,-0.02019629,0,-0.2405495,0.05518154,0.348,Table
1,3.585512,-0.185297,0.1094096,0.3740665,0.3300745,0.6618204,-0.6378863,-0.9321426,-0.004428702,0.03658386,0.454577,0.5398126,0.5299104,-0.6919006,0.011,0.2502992,0,-0.02019629,0,0,0,0,
1,3.653192,-0.2005919,0.1306939,0.3641974,0.3529359,0.6078934,-0.6749847,-0.9044154,-0.004619466,0.04863685,0.4625365,0.5298457,0.5237164,-0.6919006,0.011,0.2502992,0,-0.02019629,0,-0.5905919,-0.007358415,0.2761014,Table
1,3.721281,-0.2456651,0.16645,0.3413663,0.3682552,0.5098513,-0.7147583,-0.8336855,-0.004453764,0.08449359,0.4804529,0.5143982,0.5116001,-0.6919006,0.011,0.2502992,0,-0.02019629,0,-0.6076232,-0.00782138,0.3004598,Table
1,3.789842,-0.2904463,0.186413,0.3241664,0.4171618,0.4937743,-0.6936508,-0.7686227,-0.005157622,0.1299288,0.4873387,0.5064352,0.5083121,-0.6919006,0.011,0.2502992,0,-0.02019629,0,-0.6129419,-0.00663652,0.2575509,Table
1,3.85637,-0.3372277,0.1958455,0.3093327,0.4781619,0.4803909,-0.6586674,-0.7154526,-0.005384657,0.1847106,0.4881958,0.5155734,0.5042143,-0.6919006,0.011,0.2502992,0,-0.02019629,0,-0.6904362,0.05993311,0.1783162,Table
1,3.921766,-0.3833107,0.2012476,0.2918638,0.5084036,0.4973938,-0.6255277,-0.6767381,-0.005481831,0.230304,0.4850871,0.5122263,0.5157974,-0.6919006,0.011,0.2502992,0,-0.02019629,0,-0.6531874,0.07088856,0.1897776,Hole
