5,13.71584,-0.2016141,0.1633986,0.3598634,0.3210304,0.6120422,-0.6635665,-0.9438608,-0.004524593,-0.002270546,0.4559005,0.5501217,0.5229477,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.1847446,0.06438287,0.372089,Peg
5,13.78211,-0.2014085,0.145099,0.3583667,0.3206898,0.6035607,-0.6632624,-0.9432675,-0.005243112,-0.001968665,0.4513498,0.5470948,0.5276831,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.1837122,0.06355999,0.3656147,Peg
5,13.83698,-0.2057482,0.1353372,0.3602841,0.3086783,0.6373519,-0.6311201,-0.9403101,-0.004705741,0.0006444734,0.454893,0.5480464,0.5248899,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.1877236,0.06355999,0.3554572,Peg
5,13.90191,-0.2073122,0.1184128,0.3613842,0.2947594,0.6634946,-0.6102456,-0.9372653,-0.004220443,0.002925732,0.4599282,0.5434362,0.5280031,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.1851527,0.06355999,0.3570575,Peg
5,13.9681,-0.2017182,0.1080254,0.3641908,0.3068367,0.6720523,-0.6068026,-0.9346372,-0.004444959,0.003776111,0.4623048,0.5398102,0.527481,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.1836821,0.0653671,0.358993,Peg
5,14.03495,-0.1990621,0.1102057,0.36284,0.2997477,0.6690706,-0.6180582,-0.9290723,-0.005009858,0.006542929,0.456441,0.5381123,0.5316311,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.2011169,0.06559545,0.337324,Peg
5,14.10125,-0.1956139,0.1261669,0.3599479,0.2891164,0.6623614,-0.6387537,-0.9059482,-0.005035748,0.02310385,0.4438857,0.5460053,0.5384427,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.4107941,-0.008525833,0.249024,Table
5,14.16785,-0.188483,0.1647435,0.3527577,0.2741235,0.6444327,-0.6795213,-0.8475508,-0.004773955,0.05464529,0.4487506,0.5399662,0.5470202,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.4096402,-0.009014401,0.26713,Table
5,14.23454,-0.2000455,0.2089226,0.3379594,0.2925272,0.5906133,-0.7222335,-0.7581179,-0.004782414,0.08722864,0.4811566,0.5143102,0.5308779,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.4238976,0.05682511,0.1933245,Table
5,14.30122,-0.2388063,0.2458813,0.3172623,0.3258329,0.5370674,-0.7337711,-0.6563745,-0.004986777,0.1130342,0.488946,0.4989441,0.5047531,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.4597889,0.06356,0.1700817,Table
5,14.3698,-0.2840251,0.2712542,0.2933051,0.3688351,0.4909886,-0.7285058,-0.5646947,-0.005012607,0.1340642,0.4987664,0.4970582,0.4799989,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.4618043,0.06356,0.1683909,Table
5,14.43823,-0.3246072,0.2832573,0.2707269,0.405413,0.4605647,-0.7136957,-0.4975708,-0.005142865,0.1526244,0.5043366,0.4941565,0.4739842,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.4614869,0.07017879,0.1693862,Hole
5,14.50548,-0.3564576,0.2814805,0.2539613,0.4475321,0.4317806,-0.6943629,-0.4594633,-0.005630875,0.1661031,0.5073375,0.4898283,0.4778988,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.4558828,0.07065721,0.1743441,Hole
5,14.57201,-0.381248,0.2669339,0.2406711,0.4797335,0.4347609,-0.6624167,-0.4436024,-0.006239717,0.1726019,0.5059153,0.4884037,0.4843397,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.4570299,0.06981623,0.1648848,Hole
5,14.6383,-0.3994825,0.2443586,0.227847,0.4894781,0.4571559,-0.6251032,-0.4412298,-0.006451841,0.1771284,0.5020673,0.4915773,0.4896241,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.4557377,0.06978151,0.157316,Hole
5,14.70575,-0.4050513,0.2236987,0.2195348,0.5002528,0.4790174,-0.5934428,-0.4455475,-0.006445302,0.1810209,0.4984615,0.4981467,0.4949252,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.4541051,0.06981926,0.1561854,Hole
5,14.77183,-0.40525,0.2087948,0.2146172,0.5155026,0.5031584,-0.5661789,-0.4514531,-0.006142047,0.1842793,0.5002571,0.5022876,0.4936934,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.4519096,0.06993444,0.1598558,Hole
5,14.83809,-0.4095505,0.1992223,0.2056996,0.5192031,0.5013731,-0.5562558,-0.4568226,-0.005816458,0.1884556,0.5010874,0.5066154,0.4877157,-0.4595181,0.011,0.1832085,0,-0.02019629,0,-0.4433509,0.07045116,0.171651,Hole
