1,2.842232,-0.1961967,0.1272687,0.3503716,-0.7003077,0.186105,-0.2202993,-0.84981,0.0005213732,0.07538694,-0.5350941,-0.4611372,-0.5112744,-1.582001,-1.830933,2.248
1,2.917629,-0.2025299,0.1272981,0.3516879,-0.7008207,0.1914485,-0.2201399,-0.8551022,0.001447767,0.07386575,-0.5302034,-0.4814547,-0.5061163,-1.582001,-1.830933,2.248
1,2.987946,-0.2021343,0.1277048,0.3515679,-0.6966614,0.1998088,-0.2188111,-0.8579224,0.001522966,0.07335388,-0.5271077,-0.4810748,-0.5104165,-1.582001,-1.830933,2.248
1,3.050313,-0.202969,0.1277047,0.3526004,-0.6977593,0.2007865,-0.2181188,-0.8594906,0.001528725,0.07283497,-0.5279528,-0.478035,-0.5117593,-1.582001,-1.830933,2.248
1,3.109365,-0.2035799,0.1272632,0.3543951,-0.6997935,0.2029915,-0.2179017,-0.8623434,0.001597507,0.07200047,-0.5267236,-0.4792956,-0.5103746,-1.582001,-1.830933,2.248
1,3.176185,-0.204999,0.1272398,0.3565724,-0.703773,0.2040373,-0.2167365,-0.8635535,0.001308907,0.07150641,-0.5222888,-0.4757389,-0.5131872,-1.582001,-1.830933,2.248
1,3.242308,-0.2046477,0.1274555,0.355485,-0.7010561,0.2043883,-0.216709,-0.8651642,0.001365492,0.07148125,-0.5280413,-0.4787483,-0.5137497,-1.582001,-1.830933,2.248
1,3.308704,-0.2036743,0.1271112,0.3538066,-0.6979966,0.2028948,-0.2181754,-0.8698989,0.001665885,0.06982784,-0.5206415,-0.4857761,-0.5120901,-1.582001,-1.830933,2.248
1,3.375111,-0.2045059,0.1273226,0.3542917,-0.698855,0.2052556,-0.220077,-0.8742212,0.001362226,0.06927823,-0.5219109,-0.4828828,-0.5109521,-1.582001,-1.830933,2.248
1,3.442024,-0.2047034,0.1274579,0.3550389,-0.6994693,0.2070889,-0.2198237,-0.8784319,0.001418874,0.06826962,-0.5252202,-0.4787247,-0.5074951,-1.582001,-1.830933,2.248
1,3.508731,-0.2048071,0.1272268,0.3551823,-0.7007681,0.2086884,-0.2201429,-0.8837337,0.001674028,0.06634441,-0.531683,-0.4825731,-0.5067504,-1.582001,-1.830933,2.248
1,3.574974,-0.2045026,0.1273388,0.3542047,-0.6980924,0.207587,-0.2218957,-0.8863215,0.001450881,0.06505653,-0.5280052,-0.483011,-0.5076434,-1.582001,-1.830933,2.248
1,3.64172,-0.2043277,0.1275602,0.3531885,-0.695685,0.2096318,-0.2228008,-0.887006,0.001524045,0.06549492,-0.5267396,-0.4859732,-0.5114686,-1.582001,-1.830933,2.248
1,3.708871,-0.2046863,0.1274464,0.3533883,-0.6962355,0.2088931,-0.2240381,-0.887049,0.001442998,0.06560139,-0.5229968,-0.4862935,-0.5137115,-1.582001,-1.830933,2.248
1,3.775144,-0.2046568,0.1272265,0.3538945,-0.6975622,0.2081601,-0.2235989,-0.8868826,0.001435464,0.06580215,-0.5268286,-0.4877912,-0.5114895,-1.582001,-1.830933,2.248
