20,110.8752,-0.1964281,0.1069957,0.3951644,-0.7008258,-0.1556468,0.1475791,-0.9218518,-0.005732498,0.03817669,-0.02264131,-0.7317514,-0.6808438,-0.5712279,0.011,0.2045515,0,-0.02019629,0,-0.5113296,0.01604,0.2327088,Table,1,1,0,0
20,110.9445,-0.1963788,0.1072246,0.3947685,-0.6985524,-0.1573896,0.1468755,-0.9221272,-0.00550815,0.03770557,-0.0225871,-0.7239182,-0.6891835,-0.5712279,0.011,0.2045515,0,-0.02019629,0,-0.5313286,0.01604,0.2072445,TargetCollider,1,1,0,0
20,111.008,-0.1961253,0.1069999,0.39451,-0.6997106,-0.1549805,0.1505791,-0.9221351,-0.005398867,0.03764581,-0.02222209,-0.7219179,-0.6912841,-0.5712279,0.011,0.2045515,0,-0.02019629,0,-0.5252412,0.01604,0.2141099,TargetCollider,1,1,0,0
20,111.0753,-0.1961969,0.107206,0.3946215,-0.6983883,-0.1580667,0.1487838,-0.9222545,-0.005497235,0.03788669,-0.0227096,-0.7231054,-0.690065,-0.5712279,0.011,0.2045515,0,-0.02019629,0,-0.5624863,0.01604,0.2031301,TargetCollider,1,1,0,0
20,111.1406,-0.195988,0.1069957,0.3945268,-0.6993393,-0.1570492,0.1529622,-0.9222451,-0.005442366,0.03806943,-0.02339395,-0.7242993,-0.688787,-0.5712279,0.011,0.2045515,0,-0.02019629,0,-0.538423,0.01604,0.2306246,TargetCollider,1,1,0,0
20,111.2075,-0.1959401,0.1073991,0.3942468,-0.6953856,-0.162297,0.150477,-0.9222252,-0.005423,0.03821752,-0.02344356,-0.7245477,-0.6885327,-0.5712279,0.011,0.2045515,0,-0.02019629,0,-0.5673668,0.01604,0.2121421,TargetCollider,1,1,0,0
20,111.2747,-0.195655,0.1075592,0.3938379,-0.6937373,-0.1637165,0.1516609,-0.9226747,-0.00554397,0.03869683,-0.01951632,-0.7291791,-0.6838787,-0.5712279,0.011,0.2045515,0,-0.02019629,0,-0.562483,0.01604,0.2148176,TargetCollider,1,1,0,0
20,111.3412,-0.1952663,0.107199,0.3937585,-0.6967563,-0.1582781,0.1575834,-0.922327,-0.005580275,0.0392586,-0.01093748,-0.725129,-0.6883374,-0.5712279,0.011,0.2045515,0,-0.02019629,0,-0.5649095,0.01604,0.2101928,TargetCollider,1,1,0,0
20,111.4126,-0.1953311,0.1071518,0.3941787,-0.6964049,-0.162601,0.1590296,-0.9160004,-0.005892864,0.04211436,-0.005996677,-0.7099003,-0.7042497,-0.5712279,0.011,0.2045515,0,-0.02019629,0,-0.5426311,0.01604,0.2114495,TargetCollider,1,1,0,0
20,111.4735,-0.1946252,0.1071438,0.3961591,-0.6970996,-0.1722688,0.1633617,-0.8924199,-0.003192204,0.05218395,-0.02901495,-0.7158359,-0.6975963,-0.5712279,0.011,0.2045515,0,-0.02019629,0,-0.6371514,0.01604,0.1833402,TargetCollider,1,1,0,0
20,111.5404,-0.194618,0.1066682,0.398039,-0.7015882,-0.1853459,0.1779713,-0.8564789,0.0005192759,0.0669996,-0.04019359,-0.7237614,-0.6882904,-0.5712279,0.011,0.2045515,0,-0.02019629,0,-0.6006761,0.01604,0.2010889,TargetCollider,1,1,0,0
20,111.6071,-0.1828285,0.1151344,0.4029938,-0.7203311,-0.1755342,0.2507296,-0.8141853,0.003835801,0.085302,-0.05051452,-0.7312074,-0.6782998,-0.5712279,0.011,0.2045515,0,-0.02019629,0,-0.5774505,0.01604,0.2588026,TargetCollider,0,1,0,0
20,111.6738,-0.1913683,0.1395563,0.399976,-0.7442965,-0.1659707,0.2903698,-0.7693245,0.007036808,0.1028636,-0.05860004,-0.7311735,-0.6758357,-0.5712279,0.011,0.2045515,0,-0.02019629,0,-0.5787465,0.01604,0.2039953,TargetCollider,0,0,0,0
20,111.7399,-0.2266355,0.1694669,0.3846428,-0.7617779,-0.1501055,0.2651268,-0.7266625,0.008273508,0.1185099,-0.06982606,-0.7301214,-0.6736979,-0.5712279,0.011,0.2045515,0,-0.02019629,0,-0.5721219,0.01604,0.2199208,TargetCollider,0,0,0,0
